Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Acute dose-dependent effects of mescaline in a double-blind placebo-controlled study in healthy subjects.,Klaiber A; Schmid Y; Becker AM; Straumann I; Erne L; Jelusic A; Thomann J; Luethi D; Liechti ME,"Classic psychedelics have regained interest in research and therapy. Despite the long tradition of the human use of mescaline, modern data on its dose-dependent acute effects and pharmacokinetics are lacking. Additionally, its mechanism of action has not been investigated in humans. We used a randomized, double-blind, placebo-controlled, crossover design in 16 healthy subjects (8 women) who received placebo, mescaline (100, 200, 400, and 800 mg), and 800 mg mescaline together with the serotonin 5-hydroxytryptamine-2A (5-HT(2A)) receptor antagonist ketanserin (40 mg) to assess subjective effects, autonomic effects, adverse effects, and pharmacokinetics up to 30 h after drug administration. Mescaline at doses >100 mg induced dose-dependent acute subjective effects. Mescaline increased systolic and diastolic blood pressure at doses >100 mg, with no difference between doses of 200-800 mg. Heart rate increased dose-dependently. Pharmacokinetics of mescaline were dose-proportional. Maximal concentrations were reached after approximately 2 h, and the plasma elimination half-life was approximately 3.5 h. The average duration of subjective effects increased from 6.4 to 14 h with increasing doses of 100-800 mg mescaline. Nausea and emesis were frequent adverse effects at the 800 mg dose. Co-administration of ketanserin attenuated and shortened acute effects of 800 mg mescaline to become comparable to the 100 and 200 mg doses. There were no ceiling effects of the subjective response within the investigated dose range, but tolerability was lower at the highest doses. These results may assist with dose finding for future research and suggest that acute effects of mescaline are primarily mediated by 5-HT(2A) receptors.",2024,Sep,Transl Psychiatry,14,1,395,,10.1038/s41398-024-03116-2,39349427,#28363,Klaiber 2024,"",Possible RCT
A low dose of lysergic acid diethylamide decreases pain perception in healthy volunteers.,Ramaekers JG; Hutten N; Mason NL; Dolder P; Theunissen EL; Holze F; Liechti ME; Feilding A; Kuypers KP,"BACKGROUND: Lysergic acid diethylamide (LSD) is an ergot alkaloid derivative with psychedelic properties that has been implicated in the management of persistent pain. Clinical studies in the 1960s and 1970s have demonstrated profound analgesic effects of full doses of LSD in terminally ill patients, but this line of research evaporated after LSD was scheduled worldwide. AIM: The present clinical study is the first to revisit the potential of LSD as an analgesic, and at dose levels which are not expected to produce profound mind-altering effects. METHODS: Twenty-four healthy volunteers received single doses of 5, 10 and 20 µg LSD as well as placebo on separate occasions. A Cold Pressor Test was administered at 1.5 and 5 h after treatment administration to assess pain tolerance to experimentally evoked pain. Ratings of dissociation and psychiatric symptoms as well as assessments of vital signs were included to monitor mental status as well as safety during treatments. RESULTS: LSD 20 µg significantly increased the time that participants were able to tolerate exposure to cold (3°C) water and decreased their subjective levels of experienced pain and unpleasantness. LSD elevated mean blood pressure within the normal range and slightly increased ratings of dissociation, anxiety and somatization. CONCLUSION: The present study provides evidence of a protracted analgesic effect of LSD at a dose that is low enough to avoid a psychedelic experience. The present data warrant further research into the analgesic effects of low doses of LSD in patient populations.",2021,Apr,J Psychopharmacol,35,4,398-405,,10.1177/0269881120940937,32842825,#28376,Ramaekers 2021,"",Possible RCT
Acute effects of MDMA and LSD co-administration in a double-blind placebo-controlled study in healthy participants.,Straumann I; Ley L; Holze F; Becker AM; Klaiber A; Wey K; Duthaler U; Varghese N; Eckert A; Liechti ME,"There is renewed interest in the use of lysergic acid diethylamide (LSD) in psychiatric research and practice. Although acute subjective effects of LSD are mostly positive, negative subjective effects, including anxiety, may occur. The induction of overall positive acute subjective effects is desired in psychedelic-assisted therapy because positive acute experiences are associated with greater therapeutic long-term benefits. 3,4-Methylenedioxymethamphetamine (MDMA) produces marked positive subjective effects and is used recreationally with LSD, known as ""candyflipping."" The present study investigated whether the co-administration of MDMA can be used to augment acute subjective effects of LSD. We used a double-blind, randomized, placebo-controlled, crossover design with 24 healthy subjects (12 women, 12 men) to compare the co-administration of MDMA (100 mg) and LSD (100 µg) with MDMA and LSD administration alone and placebo. Outcome measures included subjective, autonomic, and endocrine effects and pharmacokinetics. MDMA co-administration with LSD did not change the quality of acute subjective effects compared with LSD alone. However, acute subjective effects lasted longer after LSD + MDMA co-administration compared with LSD and MDMA alone, consistent with higher plasma concentrations of LSD (C(max) and area under the curve) and a longer plasma elimination half-life of LSD when MDMA was co-administered. The LSD + MDMA combination increased blood pressure, heart rate, and pupil size more than LSD alone. Both MDMA alone and the LSD + MDMA combination increased oxytocin levels more than LSD alone. Overall, the co-administration of MDMA (100 mg) did not improve acute effects or the safety profile of LSD (100 µg). The combined use of MDMA and LSD is unlikely to provide relevant benefits over LSD alone in psychedelic-assisted therapy. Trial registration: ClinicalTrials.gov identifier: NCT04516902.",2023,Dec,Neuropsychopharmacology,48,13,1840-1848,ClinicalTrials.gov/NCT04516902,10.1038/s41386-023-01609-0,37258715,#28381,Straumann 2023,"",Possible RCT
"Acute Effects and Pharmacokinetics of LSD after Paroxetine or Placebo Pre-Administration in a Randomized, Double-Blind, Cross-Over Phase I Trial.",Becker AM; Humbert-Droz M; Mueller L; Jelušić A; Tolev A; Straumann I; Avedisian I; Erne L; Thomann J; Luethi D; Grünblatt E; Meyer Zu Schwabedissen H; Liechti ME,"Psychedelics, such as psilocybin and lysergic acid diethylamide (LSD), are being investigated for the treatment of depressive and anxiety disorders, for which concomitant treatment with selective serotonin reuptake inhibitors (SSRIs) is prevalent. The present study investigated the acute response to single doses of LSD (100 μg) after daily administration of paroxetine (10 mg for 7 days, followed by 20 mg for 35 days) or placebo (42 days) using a randomized, double-blind, cross-over design in 23 healthy participants. Paroxetine did not alter pleasant subjective effects of LSD but significantly reduced ""bad drug effect,"" ""anxiety,"" and ""nausea."" No differences in autonomic effects or QTc interval after LSD administration were found between both conditions. The strong cytochrome P450 2D6 (CYP2D6) inhibitor paroxetine led to higher maximal concentrations and total exposures of LSD (geometric mean ratios of 1.4 and 1.5, respectively) indicating relevant involvement of CYP2D6 in its metabolism. The extent of this inhibition was nominally highest in genetic CYP2D6 normal metabolizers and lowest in poor metabolizers. The present findings suggest that add-on treatment with LSD to an SSRI is well-tolerated. The pharmacokinetic and pharmacodynamic interactions indicate that no dose adjustment of LSD seems necessary in the presence of an SSRI that inhibits CYP2D6. For SSRIs that do not relevantly inhibit CYP2D6, a dose increase of LSD might be appropriate, but due to lacking data and potential other pharmacokinetic interactions with these compounds, no definitive dose recommendation can be made.",2025,Jun,Clin Pharmacol Ther,117,6,1784-1792,,10.1002/cpt.3618,40022427,#28383,Becker 2025,"",Possible RCT
Inter-individual variability in neural response to low doses of LSD.,Hutten NRPW; Quaedflieg CWEM; Mason NL; Theunissen EL; Liechti ME; Duthaler U; Kuypers KPC; Bonnelle V; Feilding A; Ramaekers JG,"The repeated use of small doses of psychedelics (also referred to as ""microdosing"") to facilitate benefits in mental health, cognition, and mood is a trending practice. Placebo-controlled studies however have largely failed to demonstrate strong benefits, possibly because of large inter-individual response variability. The current study tested the hypothesis that effects of low doses of LSD on arousal, attention and memory depend on an individual's cognitive state at baseline. Healthy participants (N = 53) were randomly assigned to receive repeated doses of LSD (15 mcg) or placebo on 4 occasions divided over 2 weeks. Each treatment condition also consisted of a baseline and a 1-week follow-up visit. Neurophysiological measures of arousal (resting state EEG), pre-attentive processing (auditory oddball task), and perceptual learning and memory (visual long-term potentiation (LTP) paradigm) were assessed at baseline, dosing session 1 and 4, and follow-up. LSD produced stimulatory effects as reflected by a reduction in resting state EEG delta, theta, and alpha power, and enhanced pre-attentive processing during the acute dosing sessions. LSD also blunted the induction of LTP on dosing session 4. Stimulatory effects of LSD were strongest in individuals with low arousal and attention at baseline, while inhibitory effects were strongest in high memory performers at baseline. Decrements in delta EEG power and enhanced pre-attentive processing in the LSD treatment condition were still present during the 1-week follow-up. The current study demonstrates across three cognitive domains, that acute responses to low doses of LSD depend on the baseline state and provides some support for LSD induced neuroadaptations that sustain beyond treatment.",2024,Jul,Transl Psychiatry,14,1,288,,10.1038/s41398-024-03013-8,39009578,#28393,HuttenNRPW 2024,"",Possible RCT
MDMA enhances emotional empathy and prosocial behavior.,Hysek CM; Schmid Y; Simmler LD; Domes G; Heinrichs M; Eisenegger C; Preller KH; Quednow BB; Liechti ME,"3,4-Methylenedioxymethamphetamine (MDMA, 'ecstasy') releases serotonin and norepinephrine. MDMA is reported to produce empathogenic and prosocial feelings. It is unknown whether MDMA in fact alters empathic concern and prosocial behavior. We investigated the acute effects of MDMA using the Multifaceted Empathy Test (MET), dynamic Face Emotion Recognition Task (FERT) and Social Value Orientation (SVO) test. We also assessed effects of MDMA on plasma levels of hormones involved in social behavior using a placebo-controlled, double-blind, random-order, cross-over design in 32 healthy volunteers (16 women). MDMA enhanced explicit and implicit emotional empathy in the MET and increased prosocial behavior in the SVO test in men. MDMA did not alter cognitive empathy in the MET but impaired the identification of negative emotions, including fearful, angry and sad faces, in the FERT, particularly in women. MDMA increased plasma levels of cortisol and prolactin, which are markers of serotonergic and noradrenergic activity, and of oxytocin, which has been associated with prosocial behavior. In summary, MDMA sex-specifically altered the recognition of emotions, emotional empathy and prosociality. These effects likely enhance sociability when MDMA is used recreationally and may be useful when MDMA is administered in conjunction with psychotherapy in patients with social dysfunction or post-traumatic stress disorder.",2014,Nov,Soc Cogn Affect Neurosci,9,11,1645-52,,10.1093/scan/nst161,24097374,#28401,Hysek 2014,"",Possible RCT
Non-linear pharmacokinetics of MDMA ('ecstasy') in humans.,de la Torre R; Farré M; Ortuño J; Mas M; Brenneisen R; Roset PN; Segura J; Camí J,"AIMS: 3,4-Methylenedioxymethamphetamine (MDMA, commonly called ecstasy) is a synthetic compound increasingly popular as a recreational drug. Little is known about its pharmacology, including its metabolism and pharmacokinetics, in humans in controlled settings. A clinical trial was designed for the evaluation of MDMA pharmacological effects and pharmacokinetics in healthy volunteers. METHODS: A total of 14 subjects were included. In the pilot phase six received MDMA at 50 (n=2), 100 (n=2), and 150 mg (n=2). In the second phase eight received MDMA at both 75 and 125 mg (n=8). Subjects were phenotyped for CYP2D6 activity and were classified as extensive metabolizers for substrates, such as MDMA, whose hepatic metabolism is regulated by this enzyme. Plasma and urine samples were collected throughout the study for the evaluation of MDMA pharmacokinetics. Body fluids were analysed for the determination of MDMA and its main metabolites 3,4-methylenedioxyamphetamine (MDA), 4-hydroxy-3-methoxy-methamphetamine (HMMA) and 4-hydroxy-3-methoxy-amphetamine (HMA). RESULTS: As the dose of MDMA administered was increased, volunteers showed rises in MDMA concentrations that did not follow the same proportionality which could be indicative of nonlinearity. In the full range of doses tested the constant recovery of HMMA in the urine combined with the increasing MDMA recovery seems to point towards a saturation or an inhibition of MDMA metabolism (the demethylenation step). These observations are further supported by the fact that urinary clearance was rather constant while nonrenal clearance was dose dependent. CONCLUSIONS: It has previously been postulated that individuals genetically deficient for the hepatic enzyme CYP2D6 (about 10% of the Caucasian people) were at risk of developing acute toxicity at moderate doses of MDMA because the drug would accumulate in the body instead of being metabolized and inactivated. The lack of linearity of MDMA pharmacokinetics (in a window of doses compatible with its recreational use) is a more general phenomenon as it concerns the whole population independent of their CYP2D6 genotype. It implies that relatively small increases in the dose of MDMA ingested are translated to disproportionate rises in MDMA plasma concentrations and hence subjects are more prone to develop acute toxicity.",2000,Feb,Br J Clin Pharmacol,49,2,104-9,,10.1046/j.1365-2125.2000.00121.x,10671903,#28403,delaTorre 2000,"",Possible RCT
"Ethanol co-administration moderates 3,4-methylenedioxymethamphetamine effects on human physiology.",Dumont GJ; Kramers C; Sweep FC; Willemsen JJ; Touw DJ; Schoemaker RC; van Gerven JM; Buitelaar JK; Verkes RJ,"Alcohol is frequently used in combination with 3,4-methylenedioxymethamphetamine (MDMA). Both drugs affect cardiovascular function, hydration and temperature regulation, but may have partly opposing effects. The present study aims to assess the acute physiologic effects of (co-) administration of MDMA and ethanol over time. A four-way, double blind, randomized, crossover, placebo-controlled study in 16 healthy volunteers (9 male and 7 female) between the ages of 18 and 29. MDMA (100 mg) was given orally and blood ethanol concentration was maintained at pseudo-steady state levels of 0.6 per thousand by a three-hour 10% intravenous ethanol clamp. Cardiovascular function, temperature and hydration measures were recorded throughout the study days. Ethanol did not significantly affect physiologic function, with the exception of a short lasting increase in heart rate. MDMA potently increased heart rate and blood pressure and induced fluid retention as well as an increase in temperature. Co-administration of ethanol with MDMA did not affect cardiovascular function compared to the MDMA alone condition, but attenuated the effects of MDMA on fluid retention and showed a trend for attenuation of MDMA-induced temperature increase. In conclusion, co-administration of ethanol and MDMA did not exacerbate physiologic effects compared to all other drug conditions, and moderated some effects of MDMA alone.",2010,Feb,J Psychopharmacol,24,2,165-74,,10.1177/0269881108100020,19074534,#28406,Dumont 2010,"",Possible RCT
Acute LSD effects on response inhibition neural networks.,Schmidt A; Müller F; Lenz C; Dolder PC; Schmid Y; Zanchi D; Lang UE; Liechti ME; Borgwardt S,"BACKGROUND: Recent evidence shows that the serotonin 2A receptor (5-hydroxytryptamine2A receptor, 5-HT2AR) is critically involved in the formation of visual hallucinations and cognitive impairments in lysergic acid diethylamide (LSD)-induced states and neuropsychiatric diseases. However, the interaction between 5-HT2AR activation, cognitive impairments and visual hallucinations is still poorly understood. This study explored the effect of 5-HT2AR activation on response inhibition neural networks in healthy subjects by using LSD and further tested whether brain activation during response inhibition under LSD exposure was related to LSD-induced visual hallucinations. METHODS: In a double-blind, randomized, placebo-controlled, cross-over study, LSD (100 µg) and placebo were administered to 18 healthy subjects. Response inhibition was assessed using a functional magnetic resonance imaging Go/No-Go task. LSD-induced visual hallucinations were measured using the 5 Dimensions of Altered States of Consciousness (5D-ASC) questionnaire. RESULTS: Relative to placebo, LSD administration impaired inhibitory performance and reduced brain activation in the right middle temporal gyrus, superior/middle/inferior frontal gyrus and anterior cingulate cortex and in the left superior frontal and postcentral gyrus and cerebellum. Parahippocampal activation during response inhibition was differently related to inhibitory performance after placebo and LSD administration. Finally, activation in the left superior frontal gyrus under LSD exposure was negatively related to LSD-induced cognitive impairments and visual imagery. CONCLUSION: Our findings show that 5-HT2AR activation by LSD leads to a hippocampal-prefrontal cortex-mediated breakdown of inhibitory processing, which might subsequently promote the formation of LSD-induced visual imageries. These findings help to better understand the neuropsychopharmacological mechanisms of visual hallucinations in LSD-induced states and neuropsychiatric disorders.",2018,Jul,Psychol Med,48,9,1464-1473,,10.1017/S0033291717002914,28967351,#28411,Schmidt 2018,"",Possible RCT
Pharmacokinetic and pharmacodynamic effects of methylphenidate and MDMA administered alone or in combination.,Hysek CM; Simmler LD; Schillinger N; Meyer N; Schmid Y; Donzelli M; Grouzmann E; Liechti ME,"Methylphenidate and 3,4-methylenedioxymethamphetamine (MDMA, 'ecstasy') are widely misused psychoactive drugs. Methylphenidate increases brain dopamine and norepinephrine levels by blocking the presynaptic reuptake transporters. MDMA releases serotonin, dopamine and norepinephrine through the same transporters. Pharmacodynamic interactions of methylphenidate and MDMA are likely. This study compared the pharmacodynamic and pharmacokinetic effects of methylphenidate and MDMA administered alone or in combination in healthy subjects using a double-blind, placebo-controlled, crossover design. Methylphenidate did not enhance the psychotropic effects of MDMA, although it produced psychostimulant effects on its own. The haemodynamic and adverse effects of co-administration of methylphenidate and MDMA were significantly higher compared with MDMA or methylphenidate alone. Methylphenidate did not change the pharmacokinetics of MDMA and vice versa. Methylphenidate and MDMA shared some subjective amphetamine-type effects; however, 125 mg of MDMA increased positive mood more than 60 mg of methylphenidate, and methylphenidate enhanced activity and concentration more than MDMA. Methylphenidate and MDMA differentially altered facial emotion recognition. Methylphenidate enhanced the recognition of sad and fearful faces, whereas MDMA reduced the recognition of negative emotions. Additionally, the present study found acute pharmacodynamic tolerance to MDMA but not methylphenidate. In conclusion, the combined use of methylphenidate and MDMA does not produce more psychoactive effects compared with either drug alone, but potentially enhances cardiovascular and adverse effects. The findings may be of clinical importance for assessing the risks of combined psychostimulant misuse. Trial registration identification number: NCT01465685 (http://clinicaltrials.gov/ct2/show/NCT01465685).",2014,Mar,Int J Neuropsychopharmacol,17,3,371-81,ClinicalTrials.gov/NCT01465685,10.1017/S1461145713001132,24103254,#28414,Hysek 2014,"",Possible RCT
Alterations of consciousness and mystical-type experiences after acute LSD in humans.,Liechti ME; Dolder PC; Schmid Y,"RATIONALE: Lysergic acid diethylamide (LSD) is used recreationally and in clinical research. Acute mystical-type experiences that are acutely induced by hallucinogens are thought to contribute to their potential therapeutic effects. However, no data have been reported on LSD-induced mystical experiences and their relationship to alterations of consciousness. Additionally, LSD dose- and concentration-response functions with regard to alterations of consciousness are lacking. METHODS: We conducted two placebo-controlled, double-blind, cross-over studies using oral administration of 100 and 200 μg LSD in 24 and 16 subjects, respectively. Acute effects of LSD were assessed using the 5 Dimensions of Altered States of Consciousness (5D-ASC) scale after both doses and the Mystical Experience Questionnaire (MEQ) after 200 μg. RESULTS: On the MEQ, 200 μg LSD induced mystical experiences that were comparable to those in patients who underwent LSD-assisted psychotherapy but were fewer than those reported for psilocybin in healthy subjects or patients. On the 5D-ASC scale, LSD produced higher ratings of blissful state, insightfulness, and changed meaning of percepts after 200 μg compared with 100 μg. Plasma levels of LSD were not positively correlated with its effects, with the exception of ego dissolution at 100 μg. CONCLUSIONS: Mystical-type experiences were infrequent after LSD, possibly because of the set and setting used in the present study. LSD may produce greater or different alterations of consciousness at 200 μg (i.e., a dose that is currently used in psychotherapy in Switzerland) compared with 100 μg (i.e., a dose used in imaging studies). Ego dissolution may reflect plasma levels of LSD, whereas more robustly induced effects of LSD may not result in such associations.",2017,May,Psychopharmacology (Berl),234,9-10,1499-1510,ClinicalTrials.gov/NCT02308969ClinicalTrials.gov/NCT01878942,10.1007/s00213-016-4453-0,27714429,#28415,Liechti 2017,"",Possible RCT
"Human pharmacology of 3,4-methylenedioxymethamphetamine (""ecstasy""): psychomotor performance and subjective effects.",Cami J; Farré M; Mas M; Roset PN; Poudevida S; Mas A; San L; de la Torre R,"3,4-Methylenedioxymethamphetamine (MDMA, ""ecstasy"") is a recreational drug of increasing use among youth because of its apparent entactogenic properties, such as euphoria, friendliness, closeness, and empathy. However, experimental studies have shown MDMA to be neurotoxic. Data on pharmacologic actions of MDMA in humans are limited. The authors conducted a randomized, double-blind, crossover, controlled trial to assess psychomotor performance and subjective effects in eight healthy male volunteers. MDMA was given in the same range of doses used for recreational purposes (75 and 125 mg). Amphetamine (40 mg) and placebo were used as reference compounds. For the digit-symbol substitution test (DSST), MDMA-125 produced a mild decrease in responses, and amphetamine produced a mild improvement. For the Maddox wing device, MDMA-125 induced esophoria compared with the other drug conditions. MDMA-125 and MDMA-75 produced increases in feelings of euphoria and well-being, as noted by increases in scores on the Addiction Research Center Inventory (ARCI) MBG and A scales, as well as scores of ""stimulated,"" ""good effects,"" ""liking,"" and ""high"" on the visual analog scales. Amphetamine administration induced similar effects. At the same time, MDMA-125 enhanced sedation- and dysphoria-related effects (ARCI-PCAG and LSD, ""confusion,"" ""drunken,"" and Profile of Mood States Confusion scale). Mild changes in some body perception-related feelings were also reported after MDMA use, but hallucinations or psychoses were not present. In summary, the short-term administration of MDMA produced marked euphoria, a slight impairment in the performance of psychomotor tasks, and mild changes in body perceptions without hallucinations. These data support the abuse liability of MDMA.",2000,Aug,J Clin Psychopharmacol,20,4,455-66,,10.1097/00004714-200008000-00010,10917407,#28416,Cami 2000,"",Possible RCT
"Subjective and hormonal effects of 3,4-methylenedioxymethamphetamine (MDMA) in humans.",Harris DS; Baggott M; Mendelson JH; Mendelson JE; Jones RT,"RATIONALE: 3,4-Methylenedioxymethamphetamine (MDMA) is a widely used phenethylamine. Reports have described the effects of MDMA in a controlled laboratory setting, but the full range of effects of MDMA in humans is still not completely characterized. OBJECTIVES: To describe the physiological, subjective, and hormonal changes after single doses of MDMA in a laboratory setting and examine relationships between these effects. METHODS: Eight MDMA-experienced volunteers each received placebo, 0.5 mg/kg, and 1.5 mg/kg oral doses of MDMA in a double-blind crossover study. RESULTS: The 1.5 mg/kg dose (comparable to that typically used by most participants) produced significant subjective effects, peaking at about 2 h after dosing, including some effects commonly associated with stimulant drugs, hallucinogens, and entactogens. MDMA significantly increased plasma cortisol, prolactin, and dehydroepiandrosterone (DHEA) levels. Increase in plasma cortisol after the 1.5 mg/kg dose correlated with increased heart rate, rate-pressure product, and drug liking. Rise in DHEA correlated with euphoria. CONCLUSIONS: A typically used dose of MDMA produced effects commonly associated with stimulants and hallucinogens. Subjects liked MDMA. Correlations between cortisol and DHEA levels and some physiological and psychological effects are consistent with animal data suggesting that hormones modulate some responses to drugs of abuse.",2002,Aug,Psychopharmacology (Berl),162,4,396-405,,10.1007/s00213-002-1131-1,12172693,#28418,Harris 2002,"",Possible RCT
